存货编码,一级类别,二级类别,存货名称,英文名,规格型号,存货代码,存货大类编码,存货大类名称,主计量单位名称,默认仓库名称
8350129,零配件,,控制模块盖板,"412-00114-01_Lid,Brain Control Module",铝合金，化学转化膜,,SP02,五金件,个,
8350130,零配件,,放大器盖子,"412-00115-01_Lid,Motor Amplifier",铝合金，化学转化膜,,SP02,五金件,个,
8350140,零配件,,控制面板密封垫,"438-00108-01/Seal, Control Plate",黑色，背胶,,SP01,塑胶件,个,
8350141,零配件,,触摸屏外壳密封垫,438-00109-01/Seal_touch screen Housing,氯丁橡胶发泡，背胶,,SP01,塑胶件,个,
8350142,零配件,,触摸屏边缘密封垫,"438-00110-01_Cushion,Touch Screen Edge",橡胶发泡，黑色，背胶,,SP02,五金件,个,
8350146,零配件,,触摸屏密封垫,"438-00114-01/Seal, Touch Screen Shape",黑色，背胶,,SP01,塑胶件,个,
8350147,零配件,,膜片开关面板,"442-00123-01_Membrane, Control Panel",,,SP03,电子零件,个,
8350148,零配件,,雷达罩,411-00171-01/LIDAR Cover,喷黑色亚光砂纹粉,,SP02,五金件,个,
8350150,零配件,,主车架,411-00182-01_Main Frame,喷黑色亚光砂纹粉,,SP02,五金件,个,
8350156,零配件,,安装支架,"411-00181-01_Bracket, Stand, BC",喷黑色亚光砂纹粉,,SP02,五金件,个,
8350161,零配件,,右后裙边支架,"411-00175-01_Support bracket, Right Rear wheel guard",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350162,零配件,,左后裙边支架,"411-00176-01_Support bracket, Left Rear wheel guard",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350163,零配件,,右支架,"411-00177-01_Perimeter guard Bracket, Right",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350164,零配件,,左支架,"411-00178-01_Perimeter guard Bracket, Left",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350165,零配件,,前裙边支架,"411-00179-01_Support bracket, Front perimeter guard",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350166,零配件,,销,411-00158-01_Pin,表面镀兰锌,,SP02,五金件,个,
8350167,零配件,,毛刷条,442-00159-01_Brush strip,黑色,,SP01,塑胶件,个,
8350168,零配件,,长夹条,411-00180-01_Clamp,不锈钢,,SP02,五金件,个,
8350169,零配件,,隔套,442-00160-01_Spacer,本色,,SP02,五金件,个,
8350170,零配件,,扭转弹簧,450-00102-01_Torsional spring,表面镀兰锌,,SP02,五金件,个,
8350171,零配件,,压缩弹簧,450-00103-01_Compress spring,表面镀兰锌,,SP02,五金件,个,
8350172,零配件,,轴肩螺钉,446-00153-01_Shoulder Bolt,发黑处理,,SP02,五金件,个,
8350183,零配件,,后盖板,411-00165-01_Access Panel,喷黑色亚光砂纹粉,,SP02,五金件,个,
8350184,零配件,,支架,"411-00167-01/Bracket, Belly",镀锌+喷黑色亚光砂纹粉,,SP02,五金件,个,
8350186,零配件,,轴肩法兰,"411-00169-01/Flange, Shaft Collar",喷黑色亚光砂纹粉,,SP02,五金件,个,
8350187,零配件,,后盖板密封垫,"438-00120-01_Seal, Access Panel",黑色，背胶,,SP02,五金件,个,
8350188,零配件,,密封垫,"438-00121-01/Seal, Front Fascia",黑色，背胶,,SP02,五金件,个,
8350190,零配件,,铭牌贴纸,"440-00115-01_Decal, Nameplate",BE-MK2-RS26，背胶,,PM01,包装材料,个,
8350191,零配件,,雷达前罩贴纸,"440-00118-01_Decal, LIDAR Cover",3M背胶,,PM01,包装材料,个,
8350193,零配件,,O3X可调安装板,"411-00172-01/Plate, O3X Mounting",喷黑色亚光砂纹粉,,SP02,五金件,个,
8350194,零配件,,O3X可调安装板,"411-00173-01/Mount, O3X to Housing",喷黑色亚光砂纹粉,,SP02,五金件,个,
8350195,零配件,,铭牌板,Front Nameplate,喷黑色光亮粉,,SP02,五金件,个,
8350196,零配件,,压缩弹簧,"450-00104-01_Spring, 1-2""",线径0.75mm，外径6.1mm，自由长度12.7mm，镀蓝锌,,SP02,五金件,个,
8350197,零配件,,右侧面板,"421-00104-01_Plastic Fascia, Right",ABS，黑色,,SP01,塑胶件,个,
8350198,零配件,,左侧面板,"421-00104-01_Plastic Fascia, Left",ABS，黑色,,SP01,塑胶件,个,
8350201,零配件,,污水箱盖,"422-00102-01_Recovery Tank Cover, BC",LLDPE，浅灰色,,SP01,塑胶件,个,
8350202,零配件,,后盖板,411-00183-01_Rear panel,黑色光亮粉,,SP02,五金件,个,
8350203,零配件,,密封垫,438-00126-01_Gasket,黑色，背胶,,SP01,塑胶件,个,
8350204,零配件,,启动/暂停按钮贴纸,"440-00116-01_Decal, Rear Play Button",3M背胶,,PM01,包装材料,个,
8350206,零配件,,急停开关贴纸,"440-00117-01_Decal, Rear Emergency Stop",3M背胶,,PM01,包装材料,个,
8350207,零配件,,电缆固定头,,,,SP03,电子零件,个,
8350231,零配件,,支架,"411-00166-01_Bracket,Quad 38999",铝合金，铆尼龙防松螺母，化学转化膜,,SP02,五金件,个,
8350233,零配件,,U形护边条,Main Tower Edge Trim,"柔性U形护边条，槽宽3mm，高4.5mm，本色,适合3mm板",,SP01,塑胶件,个,
8350234,零配件,,橡胶减震器,442-00117-01_Rubber Damping Mount,外径25.4mm，高12.7mm，2个M6螺纹孔深5mm,,SP01,塑胶件,个,
8350235,零配件,,接线端子排,500-00133-1_Barrier Block,,,SP03,电子零件,个,
8350236,零配件,,起动/暂停按钮总成,"800-00122-01_Button, Rear Blue Start/Pause",,,SP03,电子零件,个,
8350237,零配件,,方向信号灯,"830-00117-01_Blinker,Turn Signal",,,SP03,电子零件,个,
8350238,零配件,,两片夹紧式轴环,442-00115-01_20mm Clamping Shaft Collar,20mm轴用，宽度15mm，发黑处理,,SP02,五金件,个,
8350239,零配件,,加大塑料平垫圈,456-00110-01_LARGE DELRIN WASHER,M20X∮36X3.0mm，POM Delrin，本色,,SP01,塑胶件,个,
8350240,零配件,,倾斜雷达,800-00142-01_Slanted Lidar,,,SP03,电子零件,个,
8350241,零配件,,IFM O3D模块（含散热片）,830-00115-01_IFM O3D with Heatsinks,,,SP03,电子零件,套,
8350242,零配件,,2D摄像头模块,830-00114-01_110 2D Camera Module,,,SP03,电子零件,个,
8350243,零配件,,散热风扇,800-00149-01_60mm Fan Assembly,,,SP03,电子零件,个,
8350244,零配件,,风扇网罩,"500-00117-01_Finger Guard, 60mm",,,SP03,电子零件,个,
8350245,零配件,,橡胶护套,"442-00118-01_1"" Grommet",黑色,,SP01,塑胶件,个,
8350246,零配件,,水平雷达,800-00143-01_Horizontal Lidar,,,SP03,电子零件,个,
8350247,零配件,,轴肩螺钉,"446-00125-01_Screw, M4x17mm Shoulder",发黑处理,,SP02,五金件,个,
8350248,零配件,,压缩弹簧,450-00100-01_Lidar Spring,"不锈钢，线径1.04mm，外径9.14mm,自由长度19.05mm",,SP02,五金件,个,
8350249,零配件,,控制面板组件,820-00111-01_Vehicle Interface Board,,,SP03,电子零件,套,
8350250,零配件,,六方螺母柱,448-00105-01_M3 10mm M-F Standoff,M3X10，不锈钢,,SP02,五金件,个,
8350251,零配件,,六方螺母柱,448-00109-01_M3 25mm M-F Standoff,M3X25，不锈钢,,SP02,五金件,个,
8350252,零配件,,LTE通信模块总成,800-00145-01_External LTE Kit,,,SP03,电子零件,套,
8350253,零配件,,O3X 3D传感器(左),800-00140-01_Left O3X 3D Sensor,,,SP03,电子零件,个,
8350254,零配件,,O3X 3D传感器（右）,Right O3X 3D Sensor,,,SP03,电子零件,个,
8350255,零配件,,电机放大器模块,830-00111-01_Motor Amplifier Module,,,SP03,电子零件,个,
8350256,零配件,,触摸屏模块,830-00112-01_Brain Control Module,,,SP03,电子零件,个,
8350257,零配件,,Brain控制模块,830-00113-01_Brain Control Module,,,SP03,电子零件,个,
8350258,零配件,,控制线束总成,800-00152-01_Autonomy Harness Group,,,SP03,电子零件,套,
8350259,零配件,,过载保护器，20A面板,"500-00125-01_Circuit Breaker, 20A Panel",,,SP03,电子零件,个,
8350262,零配件,,开关连接线,"Cable, Toggle Switch",,,SP03,电子零件,个,
8350271,零配件,,主线束,,附图,,SP03,电子零件,条,
8350272,零配件,,加速踏板、蜂鸣器线束,,附图,,SP03,电子零件,条,
8350273,零配件,,直流电机过载线,,附图,,SP03,电子零件,条,
8350274,零配件,,直流电机电源线,,附图,,SP03,电子零件,条,
8350275,零配件,,刹车线,,附图,,SP03,电子零件,条,
8350276,零配件,,药泵线,,附图,,SP03,电子零件,条,
8350277,零配件,,水阀线,,附图,,SP03,电子零件,条,
8350278,零配件,,污水箱盖线束,,附图,,SP03,电子零件,条,
8350279,零配件,,座椅线,,附图,,SP03,电子零件,条,
8350280,零配件,,电阻,,附图,,SP03,电子零件,个,
8350401,零配件,,无刷直流减速电机,,"24VDC 60W 1800RPM IP54, 减速比30：1，Molex连接器194180038，配磁环",,SP06,电机,台,
8350402,零配件,,带灯蘑菇头按钮,"Mushroom Button, Illuminated, Blue, 24VDC",24VDC，瞬动式，40mm蓝色透明蘑菇头，LED灯，1幅常开触点，APT型号PB1S-10MD/B23,,SP03,电子零件,个,
8350403,零配件,,钥匙开关,"500-00119-01_Key Switch, 24V","JTIC,S2011-N,ON及OFF位置钥匙都可拔出",,SP03,电子零件,个,
8350405,零配件,,带灯翘板开关,500-00120-01_Toggle Switch,V8B2UXXC-GACY9-1Z2-XTMG1,,SP03,电子零件,个,
8350407,零配件,,安全带,442-00164-01_Safety Belt,黄色安全带，1米长，印刷Cleaning In Progress，金属钩,,SP01,塑胶件,个,
8350407-1,零配件,,扣,,表面镀兰锌,,SP02,五金件,个,
8350410,零配件,,编码器连齿轮箱,"290-00111-01_Encoder with Gearbox,Steering",,,SP03,电子零件,个,
8350420,零配件,,车载充电器,"500-00130-01_On Board battery charger, DeltaQ IC650","24V 650W, DeltaQ IC0650-024-COMM (940-0004)",,SP03,电子零件,个,
8350421,零配件,,车载充电器电源线,"810-00169-01_AC Cord, On Board Charger","DeltaQ: 475-0495, 3.0M, 13A 125V",,SP03,电子零件,条,
8350422,零配件,,充电器连接线,"810-00167-01_DC Cable, On Board Charger","DeltaQ:475-BRAIN1, 12AWG",,SP03,电子零件,条,
8350423,零配件,,充电器控制线,"810-00168-01_Signal Cable, On Board Charger","DeltaQ: 475-BRAIN2, 0.25M 18AWG",,SP03,电子零件,条,
8350430,零配件,,无刷直流减速电机总成,830-00119-01_Steering Column Motor Assy,委外压连接器,,SP03,电子零件,个,
8350433,零配件,,无刷直流电机连齿轮箱,Steering Column Motor with Gearbox,,,SP06,电机,个,
8350610,零配件,,前驱动轮,500-00131-01_Amer Drive w/ Encoder,Amer 6962288X + Encoder (EH50FP),,SP06,电机,个,
8350701,零配件,,控制箱壳体,"422-00103-01_Control Housing, Back",LLDPE,,SP01,塑胶件,个,
8350702,零配件,,控制箱前盖,"422-00104-01_Control Housing, Front",LLDPE,,SP01,塑胶件,个,
8410073,零配件,,吸水管,,PVC钢丝加强波纹管，内径25mm，长950mm,,SP01,塑胶件,条,
8410132,零配件,,吸力管,,"PVC钢丝加强波纹管，内径38mm,长600mm",,SP01,塑胶件,条,
8410140,零配件,,放污管,,"PVC钢丝加强波纹管，内径25mm，长470mm,带盖",,SP01,塑胶件,条,
8410158,零配件,,透视窗,,PMMA,,SP01,塑胶件,个,
8411205,零配件,,分度销,,主体为304不锈钢 M16×1.5 ∮8销,,SP04,其它零件,个,
8600006,零配件,,接线座压块,PLATE,304不锈钢,,SP02,五金件,个,
8600007,零配件,,清水管,CLEAR TUBING,丝印，RS24,,SP01,塑胶件,个,
8600009,零配件,,放污管组件,DRAIN HOSE,钢丝支撑波纹管，伸缩比1:1.5，手持式放水接头，黑色,,SP01,塑胶件,条,
8600010,零配件,,吸水管,VACUUM HOSE,钢丝支撑波纹管，PVC+PU，配90度接头，黑色,,SP01,塑胶件,条,
8600015,零配件,,污水箱拉绳,CABLE,370mm长,,SP02,五金件,条,
8600018,零配件,,驱动轴电机,,IP44 (with electronic brake 4Nm 36V),,SP06,电机,个,
8600031,零配件,,放水电磁阀,"SOLENOID VALVE,36VDC",36VDC,,SP03,电子零件,个,
8600042,零配件,,刷盘座组件,BRUSH HUB DRIVE SUB ASSY,,,SP05,半成品,套,
8600043,零配件,,铜套,SLEEVEE，BRASS,附图,,SP02,五金件,个,
8600044,零配件,,铜套,"SLEEVEE, BRASS",附图,,SP02,五金件,个,
8600045,零配件,,销轴,PIN,Q235A，表面镀兰锌,,SP02,五金件,个,
8600049,零配件,,刷盘提升支架,"BRACKET,SCRUB HEAD LIFTING",Q235A，黑色电泳漆,,SP02,五金件,个,
8600050,零配件,,线推器,"ACTUATOR, 36VDC",AO-01/M V36 C150 S16 M2+D F90 (6814665),,SP03,电子零件,个,
8600051,零配件,,销轴,PIN,表面镀兰锌,,SP02,五金件,个,
8600052,零配件,,转向支架,"BRACKET,STEERING",黑色电泳漆,,SP02,五金件,个,
8600053,零配件,,传感器支架,BRACKET，SENSOR,表面黑色电泳漆,,SP02,五金件,个,
8600054,零配件,,传感器,SENSOR HAMLIN,HAMLIN 55200-00-02-A,,SP03,电子零件,个,
8600057,零配件,,线推器,"ACTUATOR,36VDC",AO-01/M CC V36 C80 S32 M2+D F00 (6814666),,SP03,电子零件,个,
8600058,零配件,,水刮拉绳,"CABLE,SQUEEGEE LIFTING",450mm,,SP03,电子零件,条,
8600059,零配件,,线推器座,"SUPPORT BLOCK, ACTUATOR",ADC12，表面振抛光,,SP02,五金件,个,
8600060,零配件,,销轴,PIN,表面镀兰锌，附图,,SP02,五金件,个,
8600061,零配件,,线推器保护板,"GUARD PLATE,ACTUATOR",喷深灰色粉,,SP02,五金件,个,
8600063,零配件,,钥匙开关板,SWITCH PANEL PLATE,Q235A，喷深灰色粉,,SP02,五金件,个,
8600064,零配件,,钥匙开关贴纸,"DECAL,SWITCH PANEL",8B35PC，3M凝胶,,PM01,包装材料,张,
8600064F,零配件,,钥匙开关贴纸,"DECAL,SWITCH PANEL",返工,,PM01,包装材料,张,
8600065,零配件,,密封垫,GASKET,EPDM发泡，背胶,,PM01,包装材料,个,
8600066,零配件,,控制箱,CONTROL HOUSING,LLDPE,,SP01,塑胶件,个,
8600067,零配件,,透明盖板,CLEAR PLATE,PMMA,,SP01,塑胶件,个,
8600070,零配件,,控制面板,CONTROL PANEL,在7000403基础上，加钻5孔,,SP01,塑胶件,个,
8600071,零配件,,控制面板PCB,,36V,,SP03,电子零件,个,
8600072,零配件,,按键,SPACER,硅胶，黑色,,SP01,塑胶件,个,
8600073,零配件,,控制面板贴纸,CONTROL PANEL DECAL,3M背胶,,PM01,包装材料,张,
8600078,零配件,,吸力泵支撑板,"PLATE,VACUUM MOTOR",Q235A，黑色电泳漆,,SP02,五金件,个,
8600079,零配件,,密封垫圈,GASKET,EPDM发泡，3M背胶,,SP01,塑胶件,个,
8600080,零配件,,密封垫圈,GASKET,EVA发泡，背胶，黑色,,SP01,塑胶件,个,
8600081,零配件,,三级吸力泵,"VACUUM MOTOR,36VDC 600W","36V 600W,CCL V3FT38T065X",,SP06,电机,个,
8600082,零配件,,吸力泵固定板,PLATE，VACUUM MOTOR MOUNTING,Q235A，表面镀兰锌,,SP02,五金件,个,
8600083,零配件,,密封垫,GASKET,EVA发泡，背胶，黑色,,SP01,塑胶件,个,
8600084,零配件,,密封垫,,橡胶发泡,,SP01,塑胶件,个,
8600087,零配件,,吸力泵排气窗,VENT PLATE,Q235A黑色电泳漆,,SP02,五金件,个,
8600088,零配件,,排气窗,VENT PLATE,Q235A，黑色电泳漆,,SP02,五金件,个,
8600089,零配件,,吸力泵进气窗,VENT PLATE,Q235A，黑色电泳漆,,SP02,五金件,个,
8600090,零配件,,座垫,SEAT CUSHION,PU发泡,,SP01,塑胶件,个,
8600091,零配件,,背垫,BACK CUSHION,PU发泡,,SP01,塑胶件,个,
8600093,零配件,,座椅支撑板,PLATE，SEAT,Q235A，表面镀兰锌,,SP02,五金件,个,
8600095,零配件,,压线块,PLATE,304不锈钢,,SP02,五金件,个,
8600107,零配件,,水刮转轴,"BRACKET,SQUEEGEE LIFT",Q235A，表面镀锌+喷深灰色粉,,SP02,五金件,个,
8600111,零配件,,传感器座,"MOUNTING BRACKET,SENSOR",ADC12,,SP02,五金件,个,
8600112,零配件,,空气弹簧座,"BRACKET,AIR SPRING",ADC12,,SP02,五金件,个,
8600113,零配件,,空气弹簧,AIR SPRING,10KG（100N），L=149.5,,SP02,五金件,个,
8600114,零配件,,隔套,BUSHING,GFM-060814-12,,SP01,塑胶件,个,
8600122,零配件,,锂电池充电器,Li-ion BATTERY CHARGER,40V 20A,,SP03,电子零件,个,
8600127,零配件,,电子板支架,"BRACKET,PCB",Q235A，表面镀兰锌,,SP02,五金件,个,
8600128,零配件,,控制板,,36V,,SP03,电子零件,个,
8600129,零配件,,充电器支架,"BRACEKT,BATTERY CHARGER",Q235A，表面镀兰锌,,SP02,五金件,个,
8600131,零配件,,防撞轮支架,"BRACKET,BUMPER WHEEL",Q235A，表面镀兰锌,,SP02,五金件,个,
8600134,零配件,,车载充电器电源线,"POWER CORD, BATTERY CHARGER",国标，3.5米,,SP03,电子零件,条,
8600135,零配件,,"4""万向轮","CASTER,4""",环球,,SP04,其它零件,个,
8600136,零配件,,急停开关,EMERGENCY STOP SWITCH,ED125-34，玛实迪,,SP03,电子零件,个,
8600137,零配件,,面板连接线,WIRE HARNESS,4芯多股纯铜，成品带水晶头,,SP03,电子零件,条,
8600139,零配件,,T形接头,TEE BARB,本色,,SP01,塑胶件,个,
8600140,零配件,,刷盘电机,"BRUSH MOTOR,36VDC 680W",36VDC 680W 2000RPM,,SP06,电机,台,
8600145,零配件,,圆形过滤棉,FILTRATOR,PU发包,,SP01,塑胶件,个,
8600146,零配件,,方形过滤棉,FILTRATOR,PU发泡,,SP01,塑胶件,个,
8600147,零配件,,圆形过滤棉,FILTRATOR,PU发泡,,SP01,塑胶件,个,
8600160,零配件,,急停开关贴纸,EMERGENCY STOP DECAL,8B35PC，3M背胶,,PM01,包装材料,张,
8600162,零配件,,警告贴纸,WARNING LABEL,附图,,PM01,包装材料,张,
8600170,零配件,,线束1,,附图,,SP03,电子零件,条,
8600172,零配件,,线束2,,附图,,SP03,电子零件,条,
8600173,零配件,,蜂鸣器/药泵线,,附图,,SP03,电子零件,条,
8600174,零配件,,刷盘电机线,,附图,,SP03,电子零件,条,
8600175,零配件,,正极线,,附图,,SP03,电子零件,条,
8600176,零配件,,保险线,,附图,,SP03,电子零件,条,
8600177,零配件,,电源线1,,附图,,SP03,电子零件,条,
8600178,零配件,,电源线2,,附图,,SP03,电子零件,条,
8600179,零配件,,电源线3,,附图,,SP03,电子零件,条,
8600201,零配件,,电子板盖,COVER，ELECTRICAL BOX,LLDPE,,SP01,塑胶件,个,
8600202,零配件,,急停开关防震圈,SPACER,丁腈橡胶，黑色,,SP01,塑胶件,个,
8600218,零配件,,防撞轮支架,"BRACKET,BUMPER WHEEL",喷深灰色粉,,SP02,五金件,个,
8600230,零配件,,垫圈,PLATE,喷深灰色粉,,SP02,五金件,个,
8600232,零配件,,90°弯头φ38,ELBOW 90° ?38,PVC 灰色,,SP01,塑胶件,个,
8600234,零配件,,隔套,BUSHING,PA 灰色,,SP01,塑胶件,个,
8600235,零配件,,直角快速接头,QUICK COUPLING,M20-E-AD18.5，加垫片,,SP01,塑胶件,个,
8600236,零配件,,水刮固定架,"BRACKET,SQUEEGEE MOUNTING",喷深灰色粉,,SP02,五金件,个,
8600239,零配件,,压力开关,PRESS SWITCH,36V,,SP03,电子零件,个,
8600243,零配件,,压力开关支撑板,"PLATE,PRESS SWITCH",Q235A，表面镀兰锌,,SP02,五金件,个,
8600244,零配件,,压力开关隔板,PLATE,PP，本色,,SP01,塑胶件,个,
8600245,零配件,,压力开关定位圈,"GASKET,SEAT SWITCH",EVA发泡,,SP01,塑胶件,个,
8600246,零配件,,污水箱盖,RECOVERY TANK COVER,LLDPE,,SP01,塑胶件,个,
8600247,零配件,,箱体,TANK,LLDPE,,SP01,塑胶件,个,
8600248,零配件,,刷盘导向支架,"GUIDE BRACKET,SCRUB HEAD",Q235A，镀锌+喷深灰色粉,,SP02,五金件,个,
8600250,零配件,,刷盘罩支架,"BRACKET,SCRUB HEAD",Q235A，镀锌+喷深灰色粉,,SP02,五金件,个,
8600251,零配件,,底板总成,MAIN FRAME,Q235A，镀锌+喷深灰色粉,,SP02,五金件,个,
8600252,零配件,,过滤器支架,"BRACKET,FILTER MOUNTING",Q235A，镀锌+喷深灰色粉,,SP02,五金件,个,
8600256,零配件,,电磁阀安装支架,"BRACKET,SOLENOID VALVE",Q235A，镀锌+喷深灰色粉,,SP02,五金件,个,
8600257,零配件,,电池盖板,PLATE，BATTERY COMPARTMENT,Q235A，喷深灰色粉,,SP02,五金件,个,
8600258,零配件,,电池盖板防水垫,GASKET,EPDM发泡，背胶,,SP01,塑胶件,个,
8600260,零配件,,平开合页,HINGE,不锈钢,,SP02,五金件,个,
8600261,零配件,,驱动轮,,36V 500W，CIMA 10707-I,,SP06,电机,个,
8600262,零配件,,合页垫块,SPACER,Q235A，喷深灰色粉,,SP02,五金件,个,
8600264,零配件,,配重块,Weight,表面镀兰锌,,SP02,五金件,个,
8600267,零配件,,防撞轮支架,,表面镀蓝锌,,SP02,五金件,个,
8600268,零配件,,配重块,,钻孔，表面喷深灰色防锈漆,,SP02,五金件,个,
8600401,零配件,,防撞轮,,附图,,SP04,其它零件,个,
8600402,零配件,,台阶套,,表面镀蓝锌,,SP02,五金件,个,
8600410,零配件,,防撞架,,表面喷深灰色锤纹粉,,SP02,五金件,个,
8600420,零配件,,防撞轮支架,,表面镀蓝锌,,SP02,五金件,个,
8610120,零配件,,驱动轮,,36V 500W,,SP06,电机,个,
8620301,零配件,,抛光机电机,,36V 4HP 1800RPM,,SP06,电机,台,
8700071,零配件,,"驱动轮(12.8"")",,36V 700W，CIMA 10709-I,,SP06,电机,个,
8701034,零配件,,变径接头,"ELBOW,TUBING BARB",H59/H62,,SP02,五金件,个,原材料仓
9000001,零配件,,中心定位器,BIG MOUTH,大嘴巴 蓝色,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9000002,零配件,,单向卡扣,,UAT005,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9000003,零配件,,#3中心定位器,CENTER-LOK 3,MALISH编号UAC033，I28BT/I32BT针刷维修备件,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9000004,零配件,,G-400S塑胶卡扣套装,"CLUTCH, G-400S",MALISH编号UAT057，I28BT/I32BT针刷维修备件,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9000005,零配件,,铝销钉,L-800 ALUMINUM LUG,L-800铝销钉，UAL0005,,SP02,五金件,个,
9000006,零配件,,中心定位器,,配裕铭针座9041019，UI0404,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9000007,零配件,,中心定位器扣,,配裕铭针座9041019,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9000020,零配件,,20寸针面,,UOF506004,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9010010,刷子/针座,,"9.6""擦地机针座",,"9.6""针座+8mm增高垫+NP-9200卡扣（FBR096001)",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9010016,刷子/针座,,"16""擦地机针座","16""PAD HOLDER ASSY",,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9010017,刷子/针座,,"17""擦地机针座",,,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9010019,刷子/针座,,"19""擦地机针座",,FBP190047,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9011017,刷子/针座,,"17""高档型针座","17""PAD HOLDER ASSY",1FBP170021-1(含NP-9200),,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9020010,刷子/针座,,9.6“擦地机刷盘,,"9.6""洗地刷+NP-9200卡扣(FBR096002)",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9020017,刷子/针座,,"17""擦地机刷盘","15""BRUSH",Φ0.7 PP 黑色,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9020018,刷子/针座,,"18""擦地机刷盘","16""BRUSH",Φ0.7 PP 黑色 FBR160002,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9021015,刷子/针座,,"17""软毛洗地毯刷(Φ0.4黑色+ Φ0.35白色)","15""CARPET BRUSH","底盘尺寸15"" soft carpet brush",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9021017,刷子/针座,,"17""刷带泡槽","15""BRUSH WITH FOAM SLOT",,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9021018,刷子/针座,,"18""软毛洗地毯刷(Φ0.4黑色+ Φ0.35白色)","16""CARPET BRUSH",UBR160005 soft carpet brush,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9022015,刷子/针座,,"17""特软毛洗地毯刷(Φ0.28白色)",,"底盘尺寸15""FBR01-002-3+NP9200""",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040011,刷子/针座,,"11""针座","11"" PAD DRIVER","含中心定位器，附图,MALISH #: FBP110002",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040011K,刷子/针座,,"11""针座","11"" PAD DRIVER","配#3中心定位器,MALISH #: FBP110005",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040011U,刷子/针座,,11寸针座,11 Inch Pad Driver with L-800 LUGS,配蓝色中心定位器（大嘴巴），L-800铝销钉，FBR110002,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9040013,刷子/针座,,"13""针刷","PAD DRIVER, 13 INCH, RS26",针刷+G-400S卡扣，配#3中心定位器，MALISH PART# FBT120002,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9040014,刷子/针座,,"14""针刷","PAD DRIVER, 14INCH, i28BT","针刷+G-400S卡扣，配#3中心定位器, MALISH #: FBT130006",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040016,刷子/针座,,"16""洗地针刷","PAD DRIVER, 16INCH, i32BT","针刷+G-400S止扣，配#3中心定位器, MALISH #: FBT150009",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040017,刷子/针座,,17吋洗地车针座,"PAD DRIVER 17""","含中心定位器,MALISH PART#: FBP17044",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040017K,刷子/针座,,17吋洗地车针座,,"含#3中心定位器(料号:9000003),MALISH part#: FBP170047",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9040019,刷子/针座,,"19""洗地车针座","19"" PAD DRIVER","含中心定位器,MALISH PART#: FBP190049",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,原材料仓
9040019K,刷子/针座,,"19""针座","19"" PAD DRIVER","配#3中心定位器,MALISH PART#: FBP190059",,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9041019,刷子/针座,,"19""洗地机针座",,含中心定位器（大嘴巴）,,CA,针座/刷盘/抛光垫（3色)/锂电池,个,
9041380,零配件,,"后大轮  8""","WHEEL 8""",特制轴承、中管 内径13mm,,SP04,其它零件,个,原材料仓
9041380-1,零配件,,轮轴套,,中管 内径13mm,,SP02,五金件,个,
9045725,零配件,,前小轮,"CASTER, 2.5""","2.5""尼纶轮",,SP04,其它零件,个,原材料仓
9047330,零配件,,"3""万向轮","CASTER 3""",3303487 （环球脚轮）,,SP04,其它零件,个,原材料仓
